ownerId,quesId,summary,tags
85185,541390,Extracting extension from filename in Python,"python,filenames,file-extension"
50335,3352664,How to “add existing frameworks” in Xcode 4?,"xcode,frameworks,xcode4"
164460,2201917,How can I open a URL in Android's web browser from my application?,"android,url,android-intent,android-browser"
105167,961632,Converting integer to string in Python,"python,string,integer"
929694,8845186,What exactly is Apache Camel?,"java,apache-camel,soa,enterprise-integration"
-1,311165,"How do you convert a byte array to a hexadecimal string, and vice versa?","c#,arrays,hex"
-1,80476,How can I concatenate two arrays in Java?,"java,arrays,concatenation,add"
361,144283,What is the difference between varchar and nvarchar?,"sql-server,varchar,nvarchar"
239663,507343,Using Git with Visual Studio [closed],"visual-studio,git"
34588,301371,Why is Dictionary preferred over Hashtable in C#?,"c#,.net,vb.net,data-structures"
109305,1459150,How to undo “git commit --amend” done instead of “git commit”,"git,commit,undo,git-amend"
49380,396145,How to vertically center a “div” element for all browsers using CSS?,"css,cross-browser,alignment,vertical-alignment,centering"
39321,755685,'Static readonly' vs. 'const',"c#,constants"
93540,10697463,Resolve Git merge conflicts in favor of their changes during a pull,"git,git-merge,git-merge-conflict"
49153,2450954,How to randomize (shuffle) a JavaScript array?,"javascript,arrays,random,shuffle"
92153,761194,Interface vs Abstract Class (general OO),"oop,interface,abstract-class"
4883,55984,What is the difference between const and readonly in C#?,"c#,.net,constants,readonly"
337247,3394835,Use of *args and **kwargs [duplicate],"python,args,keyword-argument"
604023,5834014,LF will be replaced by CRLF in git - What is that and is it important? [duplicate],git
674039,5574702,How to print to stderr in Python?,"python,printing,stderr,zen-of-python"
151937,2257441,Random string generation with upper case letters and digits,"python,string,random"
453712,2835559,Why can't Python parse this JSON data?,"python,json,parsing"
652693,22876978,Loop inside React JSX,"javascript,reactjs,jsx"
938033,7370801,How to measure elapsed time in Python?,"python,performance,measure,timeit"
2596,476436,Is there a “null coalescing” operator in JavaScript?,"javascript,operators,null-coalescing-operator,null-coalescing"
74865,2510276,How to undo 'git reset'?,git
120457,979975,How to get the value from the GET parameters?,"javascript,url,url-parameters"
906577,18302603,Where to place the 'assets' folder in Android Studio?,"android-studio,android-assets"
527749,5311334,What is the purpose of Node.js module.exports and how do you use it?,"javascript,node.js"
36476,661561,How do I update the GUI from another thread?,"c#,.net,multithreading,winforms,user-interface"
991396,16804093,Rename package in Android Studio,android-studio
47630,521298,When should I use a struct rather than a class in C#?,"c#,struct"
-1,9033,Hidden Features of C#? [closed],"c#,hidden-features"
105813,1213430,How to fully delete a git repository created with init?,"git,git-init"
3219,518000,Is JavaScript a pass-by-reference or pass-by-value language?,"javascript,pass-by-reference,pass-by-value"
73955,2600783,How does the vim “write with sudo” trick work?,"vim,sudo"
306374,5226311,Installing specific package versions with pip,"python,mysql,pip,pypi,mysql-python"
3263,81991,A potentially dangerous Request.Form value was detected from the client,"asp.net,asp.net-mvc,validation,html-encode,request.form"
2069812,31254725,Transport security has blocked a cleartext HTTP,"ios,xcode,ios9,ios10,app-transport-security"
87399,5188320,"How can I get a list of Git branches, ordered by most recent commit?","git,version-control,branch"
104015,1291942,What does “javascript:void(0)” mean?,"javascript,void"
71522,3800551,Select first row in each GROUP BY group?,"sql,sqlite,postgresql,group-by,greatest-n-per-group"
775187,6482377,Check existence of input argument in a Bash shell script,"bash,shell"
2469,371328,Why is it important to override GetHashCode when Equals method is overridden?,"c#,overriding,hashcode"
23691,1057564,Pretty git branch graphs,"git,git-log"
139985,18093928,What does “Could not find or load main class” mean?,"java,class,main"
-1,295579,Fastest way to determine if an integer's square root is an integer,"java,math,optimization,perfect-square"
4227,263400,What is the best algorithm for overriding GetHashCode?,".net,algorithm,hashcode,gethashcode"
26349,6771258,What does <meta http-equiv=“X-UA-Compatible” content=“IE=edge”> do?,"html,internet-explorer,browser,x-ua-compatible"
127193,4526273,What does enctype='multipart/form-data' mean?,"html,http-headers,multipartform-data"
2117019,27732209,Turning off eslint rule for a specific line,"javascript,jshint,eslint"
580,8447,What does the [Flags] Enum Attribute mean in C#?,"c#,enums,flags"
2585142,17683458,How do I commit case-sensitive only filename changes in Git?,"git,case-sensitive,git-commit,git-config"
-1,79165,How do I migrate an SVN repository with history to a new Git repository?,"svn,git,version-control,git-svn"
4541,494035,How do you use a variable in a regular expression?,"javascript,regex"
97248,4421633,Who is listening on a given TCP port on Mac OS X?,"macos,tcp,netstat,listen"
2629219,38713405,Open files always in a new tab,visual-studio-code
22468,600079,How do I clone a subdirectory only of a Git repository?,"git,repository,subdirectory,git-clone,sparse-checkout"
244,25969,Insert into … values ( SELECT … FROM … ),"sql,database,syntax,database-agnostic,ansi-sql-92"
1146,449541,How can I selectively merge or pick changes from another branch in Git?,"git,git-merge,git-cherry-pick,git-patch"
796419,18746929,Using Auto Layout in UITableView for dynamic cell layouts & variable row heights,"ios,uitableview,autolayout,row-height"
367985,4696499,<meta charset=“utf-8”> vs <meta http-equiv=“Content-Type”>,"html,meta-tags,doctype"
112532,910374,Why does Java have transient fields?,"java,field,transient"
114916,1470488,What is the purpose of the var keyword and when should I use it (or omit it)?,"javascript,keyword,ecmascript-5"
24039,2208933,How do I force a favicon refresh?,favicon
6522,63447,How do I perform an IF…THEN in an SQL SELECT?,"sql,sql-server,tsql,if-statement,case"
576875,7273338,How to vertically align an image inside a div,"css,image,vertical-alignment"
390388,13411544,Delete column from pandas DataFrame,"python,pandas,dataframe"
79980,867916,Creating a div element in jQuery [duplicate],"javascript,jquery,html,append,jquery-append"
342235,3305561,How to query MongoDB with “like”?,"sql,mongodb,mongodb-query,sql-like"
248914,4823468,Comments in Markdown,"syntax,comments,markdown"
76701,6089294,Why do I need to do `--set-upstream` all the time?,"git,git-branch"
23339,461203,When to use virtual destructors?,"c++,polymorphism,shared-ptr,virtual-destructor"
20654,326390,How do I create a Java string from the contents of a file?,"java,string,file,file-io,io"
1131518,17157721,How to get a Docker container's IP address from the host,docker
308455,3331353,Transitions on the CSS display property,"css,css-transitions"
4161,729692,Why should text files end with a newline?,"file,unix,text-files,newline"
774578,6163683,Cycles in family tree software,"c++,graph,cycle,assertions,family-tree"
673730,12573816,What is an undefined reference/unresolved external symbol error and how do I fix it?,"c++,linker-errors,undefined-reference,c++-faq,unresolved-external"
2183673,11369375,How can I delete all of my Git stashes at once?,git
4915,135448,How do I check if an object has a specific property in JavaScript?,javascript
35416,356705,How to send a header using a HTTP request through a cURL call?,"curl,http-headers"
28804,436411,Where should I put <script> tags in HTML markup?,"javascript,jquery,html"
308174,23935141,How to copy Docker images from one host to another without using a repository,docker
3433751,38892771,Can't bind to 'ngModel' since it isn't a known property of 'input',"javascript,angular,typescript,input"
2246271,298725,Multiple “order by” in LINQ,"linq,sql-order-by"
19212,13789618,Differences between Lodash and Underscore.js [closed],"underscore.js,javascript,lodash"
526518,5690269,Disabling Chrome cache for website development,"google-chrome,caching,browser,google-chrome-devtools,browser-cache"
51570,523643,Difference between == and === in JavaScript [duplicate],"javascript,comparison-operators,equality-operator,identity-operator"
42829,653714,Insert results of a stored procedure into a temporary table,"sql,sql-server,sql-server-2005,tsql,stored-procedures"
91385,338436,How can I view an old version of a file with Git?,"git,git-history-graph"
406592,11451535,.gitignore is ignored by Git,"git,gitignore"
5556,57803,How to convert decimal to hexadecimal in JavaScript,"javascript,hex,number-formatting,base"
18103,835501,How do you stash an untracked file?,"git,git-stash"
3511668,35942754,How to save username and password in Git?,"git,credentials,git-config,git-extensions"
301032,5844672,Delete an element from a dictionary,"python,dictionary,del"
32242,921789,How to loop through a plain JavaScript object with the objects as members?,javascript
-1,391005,Convert HTML + CSS to PDF [closed],"php,html,css,pdf,pdf-generation"
356,381542,"With arrays, why is it the case that a[5] == 5[a]?","c,arrays,pointers,pointer-arithmetic"
