answers,ownerId,quesId,summary,tags,views,votes
6,201088,8928403,Try-catch speeding up my code?,"c#,.net,clr,try-catch,performance-testing",1554,1554
7,1277669,17982111,Sass Variable in CSS calc() function,"css,sass,css-calc",1557,1557
8,105685,972307,How to loop through all enum values in C#? [duplicate],"c#,.net,enums,language-features",1568,1568
33,9084,226703,How do I prompt for Yes/No/Cancel input in a Linux shell script?,"linux,bash,shell,scripting",1556,1556
10,768392,9899372,Pure JavaScript equivalent of jQuery's $.ready() - how to call a function when the page/DOM is ready for it [duplicate],"javascript,jquery,html",1562,1562
39,-1,11,Calculate relative time in C#,"c#,datetime,time,datediff,relative-time-span",1570,1570
79,165873,1584370,How to merge two arrays in JavaScript and de-duplicate items,"javascript,arrays,merge",1560,1560
41,-1,338156,Table Naming Dilemma: Singular vs. Plural Names [closed],"sql,sql-server,naming-conventions",1566,1566
31,11236,1149703,How can I convert a stack trace to a string?,"java,stack-trace,tostring",1569,1569
25,650574,6565357,Git push requires username and password,"authentication,github,git-push,git-pull,git-clone",1566,1566
28,5074,85190,How does the Java 'for each' loop work?,"java,foreach,syntactic-sugar",1565,1565
9,415784,7627098,What is a lambda expression in C++11?,"c++,lambda,c++11,c++-faq",1570,1570
15,63550,1521462,Looping through the content of a file in Bash,"linux,bash,loops,unix,io",1570,1570
36,49153,834303,startsWith() and endsWith() functions in PHP,"php,string",1568,1568
22,9021,432493,How do you access the matched groups in a JavaScript regular expression?,"javascript,regex",1482,1482
12,218196,20279484,How to access the correct `this` inside a callback?,"javascript,callback,this",1574,1574
42,164148,1251999,How can I replace a newline (\n) using sed?,sed,1477,1477
12,117642,2276572,How do you do block comments in YAML?,"comments,yaml",1483,1483
15,112532,910374,Why does Java have transient fields?,"java,field,transient",1549,1549
19,207752,3239598,How can I get the ID of an element using jQuery?,"jquery,jquery-selectors",1482,1482
26,1231428,10660435,Pythonic way to create a long multi-line string,"python,string,multiline,multilinestring",1484,1484
21,257022,3996904,Generate random integers between 0 and 9,"python,random,integer",1482,1482
14,310678,7677736,Git diff against a stash,"git,git-stash",1483,1483
19,-1,1143262,"What is the difference between const int*, const int * const, and int const *?","c++,c,pointers,constants,c++-faq",1483,1483
3,1651,146870,Perspective Arc Text in Illustrator,"adobe-illustrator,text,perspective",3,3
15,1448,109086,Stop setInterval call in JavaScript,"javascript,dom-events,setinterval",1502,1502
11,1408611,25078285,Replacing a 32-bit loop counter with 64-bit introduces crazy performance deviations with _mm_popcnt_u64 on Intel CPUs,"c++,performance,assembly,x86,compiler-optimization",1485,1485
17,15173,10175812,How to create a self-signed certificate with OpenSSL,"ssl,openssl,certificate,ssl-certificate,x509certificate",1485,1485
12,66475,1753070,How do I configure git to ignore some files locally?,"git,ignore,gitignore",1485,1485
2,84593,199943,Sea traversing ecosystem/ship?,"flora,ships,shipbuilding",4,4
12,716439,5725296,Difference between sh and bash,"bash,shell,unix,sh",1499,1499
22,3208,49925,What is the difference between UNION and UNION ALL?,"sql,union,union-all",1490,1490
11,306374,5226311,Installing specific package versions with pip,"python,mysql,pip,pypi,mysql-python",1508,1508
9,132257,2342579,HTTP status code for update and delete?,"http,http-status-codes",1497,1497
27,1994764,1992019,Rails: How can I rename a database column in a Ruby on Rails migration?,"ruby-on-rails,ruby-on-rails-3,migration,rename,alter-table",1498,1498
7,3510,199927,"What will it take to get 1,000,000 people living in space habitats?","space,economy,space-colonization,space-constructs",11,11
17,543601,10558465,Memcached vs. Redis? [closed],"caching,web-applications,memcached,redis",1485,1485
23,183528,36827659,Compiling an application for use in highly radioactive environments,"c++,c,gcc,embedded,fault-tolerance",1501,1501
27,1042555,21692193,Why not inherit from List<T>?,"c#,.net,list,oop,inheritance",1500,1500
26,2017730,16754643,What is Gradle in Android Studio?,"android-studio,gradle,android-gradle-plugin,build-automation",1370,1370
23,118547,1817792,Is there a “previous sibling” selector?,"css,css-selectors",1494,1494
14,63051,1747817,Create a dictionary with list comprehension,"python,dictionary,list-comprehension,dictionary-comprehension",1371,1371
27,66580,7745609,SQL select only rows with max value on a column [duplicate],"mysql,sql,aggregate-functions,greatest-n-per-group,groupwise-maximum",1369,1369
4,20723,139311,Landlord making up charges,"united-states,rent,landlord,pennsylvania",18,18
27,60102,500606,Deleting array elements in JavaScript - delete vs splice,"javascript,arrays,element,delete-operator,array-splice",1371,1371
28,1450,107701,How can I Remove .DS_Store files from a Git repository?,"macos,git,gitignore",1378,1378
46,-1,44965,What is a monad?,"haskell,functional-programming,monads,terminology",1498,1498
30,3266302,21530577,fatal error: Python.h: No such file or directory,"python,gcc,python-c-api",1381,1381
7,174527,4870328,Read environment variables in Node.js,"javascript,node.js,environment-variables",1374,1374
21,40521,3309188,How to Sort a List<T> by a property in the object,"c#,generics,list,sorting",1370,1370
6,845948,7943751,What is the Python 3 equivalent of “python -m SimpleHTTPServer”,"python,python-3.x,httpserver,simplehttpserver",1376,1376
45,15054,94591,What is the maximum value for an int32?,integer,1380,1380
30,962891,9942594,UnicodeEncodeError: 'ascii' codec can't encode character u'\xa0' in position 20: ordinal not in range(128),"python,unicode,beautifulsoup,python-2.x,python-unicode",1371,1371
7,1169349,30727515,Why is executing Java code in comments with certain Unicode characters allowed?,"java,unicode,comments",1374,1374
20,962891,9622163,Save plot to image file instead of displaying it using Matplotlib,"python,matplotlib,plot",1316,1316
18,27025,1505948,How do I remove a single file from the staging area (undo git add)?,"git,version-control,staging",1317,1317
32,10286,67631,How to import a module given the full path?,"python,configuration,python-import,python-module",1319,1319
26,211662,1986386,How to check if a value exists in an array in Ruby,"ruby,arrays",1378,1378
11,-1,840501,How do function pointers in C work?,"c,function-pointers",1322,1322
11,44747,1028649,How do you rename a Git tag?,"git,git-tag",1322,1322
13,-1,289727,Which MySQL data type to use for storing boolean values,"mysql,boolean,sqldatatypes",1265,1265
41,16082,372865,Path.Combine for URLs?,"c#,.net,asp.net,url,path",1322,1322
21,314661,3127429,How does the “this” keyword work?,"javascript,this",1372,1372
22,88918,748175,"Asynchronous vs synchronous execution, what does it really mean? [closed]","asynchronous,execution,synchronous",1279,1279
13,36307,689746,Altering a column: null to not null,"sql-server,tsql,null,alter-table,alter-column",1264,1264
16,1343,2990414,echo that outputs to stderr,bash,1264,1264
11,2635,234564,Tab key == 4 spaces and auto-indent after curly braces in Vim,"vim,whitespace,indentation,vi,auto-indent",1322,1322
31,109306,16736856,What should be in my .gitignore for an Android Studio project?,"git,android-studio,gitignore",1316,1316
12,286802,2563632,How can I merge two commits into one if I already started rebase?,"git,git-merge",1223,1223
19,1717300,19590865,"From an array of objects, extract value of a property as array","javascript,javascript-objects",1291,1291
12,698583,12254076,How do I show my global Git configuration?,git,1221,1221
10,131664,1068834,Object comparison in JavaScript [duplicate],"javascript,object,comparison,object-comparison",1224,1224
23,639891,7696924,Is there a way to create multiline comments in Python?,"python,comments,documentation",1225,1225
12,496852,7225900,How can I install packages using pip according to the requirements.txt file from a local directory?,"python,virtualenv,pip",1235,1235
14,651174,8933237,How to find if directory exists in Python,"python,directory",1241,1241
6,284981,10376206,What is the preferred Bash shebang?,"bash,shebang",1230,1230
5,707544,10403138,What is the purpose of the “role” attribute in HTML?,"html,optimization,seo,roles",1241,1241
13,817740,6919121,Why are there two ways to unstage a file in Git?,"git,git-reset,git-rm",1242,1242
11,61855,16955980,Git merge master into feature branch,"git,git-branch,git-merge,git-flow,feature-branch",1233,1233
21,41595,332422,Get the name of an object's type,javascript,1236,1236
32,-1,295104,What is the difference between a field and a property?,"c#,oop,properties,field",1244,1244
16,1951,279170,UTF-8 all the way through,"php,mysql,linux,apache,utf-8",1238,1238
19,43603,343646,Ignoring directories in Git repositories on Windows,"windows,git,gitignore,git-bash,msysgit",1236,1236
22,1649960,13066532,How can I uninstall npm modules in Node.js?,"node.js,npm",1244,1244
28,3241,585945,How to align content of a div to the bottom,"html,css,vertical-alignment",1249,1249
30,356170,3003145,How to get the client IP address in PHP,"php,environment-variables,ip-address",1242,1242
14,2313,133310,"How can I get jQuery to perform a synchronous, rather than asynchronous, Ajax request?","javascript,jquery,ajax,asynchronous",1251,1251
12,-1,761804,How do I trim whitespace from a string?,"python,string,trim",1242,1242
17,974,82875,How to list the tables in a SQLite database file that was opened with ATTACH?,"sql,database,sqlite,metadata",1255,1255
8,1368240,38138100,"AddTransient, AddScoped and AddSingleton Services Differences","c#,asp.net-core,.net-core",1254,1254
34,51208,1534210,Use different Python version with virtualenv,"python,virtualenv,virtualenvwrapper",1255,1255
42,1011,487073,How to check if element is visible after scrolling?,"javascript,jquery,scroll",1243,1243
10,5441,448981,Which characters are valid in CSS class names/selectors?,"css,css-selectors",1259,1259
19,14749,133051,What is the difference between visibility:hidden and display:none?,"css,visibility",1247,1247
72,-1,3088059,"Xcode - How to fix 'NSUnknownKeyException', reason: … this class is not key value coding-compliant for the key X"" error?","ios,macos,cocoa,cocoa-touch,interface-builder",1226,1226
18,634682,6802483,How to directly initialize a HashMap (in a literal way)?,"java,dictionary,collections,initialization",1260,1260
33,102040,1036754,Difference between wait() and sleep(),"java,multithreading,sleep,java-threads",1253,1253
15,465408,4015324,How to make an HTTP POST web request,"c#,.net,post,httpwebrequest,httprequest",1263,1263
26,1100,291813,Recommended way to embed PDF in HTML?,"html,pdf",1262,1262
35,-1,5076944,What is the difference between null and undefined in JavaScript?,"javascript,null,undefined",1245,1245
